x,y,z,vx,vy,vz
2.268996107789549E-03,2.726389552485616E-01,1.448694022095710E-01,-3.334668722388578E-02,2.525303470922981E-04,3.412957061573103E-03
2.245838521425187E-03,2.726391294740540E-01,1.448717732211777E-01,-3.334715408917855E-02,2.493009369050275E-04,3.415505888691302E-03
2.222680607620353E-03,2.726393014593547E-01,1.448741459974225E-01,-3.334763036671137E-02,2.460766949455567E-04,3.418040924025281E-03
2.199522359766667E-03,2.726394712074059E-01,1.448765205292857E-01,-3.334811596326055E-02,2.428575531203038E-04,3.420562349986665E-03
2.176363771425733E-03,2.726396387217249E-01,1.448788968073814E-01,-3.334861078550194E-02,2.396434428835213E-04,3.423070350199013E-03
2.153204836223085E-03,2.726398040057821E-01,1.448812748224503E-01,-3.334911474259290E-02,2.364342966687346E-04,3.425565105669748E-03
2.130045547846476E-03,2.726399670630009E-01,1.448836545653580E-01,-3.334962774611968E-02,2.332300478704012E-04,3.428046794845324E-03
2.106885900044221E-03,2.726401278967592E-01,1.448860360270929E-01,-3.335014971003712E-02,2.300306308212368E-04,3.430515593663156E-03
2.083725886623562E-03,2.726402865103894E-01,1.448884191987650E-01,-3.335068055062132E-02,2.268359807757888E-04,3.432971675604737E-03
2.060565501449080E-03,2.726404429071793E-01,1.448908040716037E-01,-3.335122018641245E-02,2.236460338884996E-04,3.435415211744914E-03
2.037404738441138E-03,2.726405970903726E-01,1.448931906369564E-01,-3.335176853816994E-02,2.204607271978733E-04,3.437846370802572E-03
2.014243591574358E-03,2.726407490631696E-01,1.448955788862869E-01,-3.335232552882049E-02,2.172799986064385E-04,3.440265319187985E-03
1.991082054876131E-03,2.726408988287280E-01,1.448979688111737E-01,-3.335289108341296E-02,2.141037868640340E-04,3.442672221050461E-03
1.967920122425162E-03,2.726410463901630E-01,1.449003604033086E-01,-3.335346512907299E-02,2.109320315505352E-04,3.445067238324425E-03
1.944757788350042E-03,2.726411917505483E-01,1.449027536544950E-01,-3.335404759495720E-02,2.077646730580509E-04,3.447450530773935E-03
1.921595046827853E-03,2.726413349129162E-01,1.449051485566466E-01,-3.335463841221394E-02,2.046016525762805E-04,3.449822256037742E-03
1.898431892082798E-03,2.726414758802589E-01,1.449075451017856E-01,-3.335523751393736E-02,2.014429120738872E-04,3.452182569670804E-03
1.875268318384867E-03,2.726416146555281E-01,1.449099432820417E-01,-3.335584483513179E-02,1.982883942852457E-04,3.454531625187836E-03
1.852104320048521E-03,2.726417512416364E-01,1.449123430896506E-01,-3.335646031266972E-02,1.951380426932479E-04,3.456869574103280E-03
1.828939891431412E-03,2.726418856414571E-01,1.449147445169522E-01,-3.335708388525602E-02,1.919918015153635E-04,3.459196565972201E-03
1.805775026933120E-03,2.726420178578251E-01,1.449171475563898E-01,-3.335771549338995E-02,1.888496156880534E-04,3.461512748428969E-03
1.782609720993920E-03,2.726421478935375E-01,1.449195522005085E-01,-3.335835507933091E-02,1.857114308530330E-04,3.463818267226126E-03
1.759443968093573E-03,2.726422757513537E-01,1.449219584419541E-01,-3.335900258706406E-02,1.825771933431987E-04,3.466113266271950E-03
1.736277762750141E-03,2.726424014339961E-01,1.449243662734713E-01,-3.335965796226566E-02,1.794468501680187E-04,3.468397887666582E-03
1.713111099518820E-03,2.726425249441505E-01,1.449267756879034E-01,-3.336032115227368E-02,1.763203490017542E-04,3.470672271739234E-03
1.689943972990798E-03,2.726426462844668E-01,1.449291866781901E-01,-3.336099210605265E-02,1.731976381679972E-04,3.472936557081587E-03
1.666776377792141E-03,2.726427654575590E-01,1.449315992373669E-01,-3.336167077416722E-02,1.700786666290657E-04,3.475190880583984E-03
1.643608308582685E-03,2.726428824660059E-01,1.449340133585638E-01,-3.336235710875005E-02,1.669633839717534E-04,3.477435377467784E-03
1.620439760054964E-03,2.726429973123517E-01,1.449364290350041E-01,-3.336305106347470E-02,1.638517403958088E-04,3.479670181318978E-03
1.597270726933144E-03,2.726431099991061E-01,1.449388462600032E-01,-3.336375259352805E-02,1.607436867018577E-04,3.481895424120447E-03
1.574101203971985E-03,2.726432205287448E-01,1.449412650269678E-01,-3.336446165558258E-02,1.576391742789878E-04,3.484111236283006E-03
