x,y,z,vx,vy,vz
3.171916371157131E-03,2.726303844045455E-01,1.447783878544198E-01,-3.333763325997347E-02,3.836465636531239E-04,3.299713300259207E-03
3.148765242508772E-03,2.726306496089024E-01,1.447806804585811E-01,-3.333761983215403E-02,3.801493148287242E-04,3.302977215010362E-03
3.125614117595328E-03,2.726309123877367E-01,1.447829753210081E-01,-3.333762243104941E-02,3.766610216870290E-04,3.306217204700422E-03
3.102462985381569E-03,2.726311727472217E-01,1.447852724252095E-01,-3.333764078638397E-02,3.731815519920632E-04,3.309433622821168E-03
3.079311835017393E-03,2.726314306934393E-01,1.447875717549371E-01,-3.333767463521009E-02,3.697107759333195E-04,3.312626816404490E-03
3.056160655832821E-03,2.726316862323824E-01,1.447898732941817E-01,-3.333772372167594E-02,3.662485660636372E-04,3.315797126179442E-03
3.033009437333141E-03,2.726319393699561E-01,1.447921770271685E-01,-3.333778779681549E-02,3.627947972440458E-04,3.318944886723017E-03
3.009858169194201E-03,2.726321901119794E-01,1.447944829383530E-01,-3.333786661834185E-02,3.593493465884523E-04,3.322070426607268E-03
2.986706841257839E-03,2.726324384641865E-01,1.447967910124166E-01,-3.333795995044366E-02,3.559120934082176E-04,3.325174068542812E-03
2.963555443527451E-03,2.726326844322290E-01,1.447991012342631E-01,-3.333806756360172E-02,3.524829191632162E-04,3.328256129516897E-03
2.940403966163692E-03,2.726329280216764E-01,1.448014135890142E-01,-3.333818923439234E-02,3.490617074065578E-04,3.331316920929758E-03
2.917252399480300E-03,2.726331692380185E-01,1.448037280620063E-01,-3.333832474532032E-02,3.456483437396507E-04,3.334356748724878E-03
2.894100733940042E-03,2.726334080866661E-01,1.448060446387860E-01,-3.333847388463874E-02,3.422427157609923E-04,3.337375913517556E-03
2.870948960150780E-03,2.726336445729527E-01,1.448083633051072E-01,-3.333863644618794E-02,3.388447130214299E-04,3.340374710718757E-03
2.847797068861644E-03,2.726338787021357E-01,1.448106840469268E-01,-3.333881222923159E-02,3.354542269772167E-04,3.343353430656293E-03
2.824645050959325E-03,2.726341104793977E-01,1.448130068504020E-01,-3.333900103830507E-02,3.320711509469706E-04,3.346312358692220E-03
2.801492897464462E-03,2.726343399098482E-01,1.448153317018861E-01,-3.333920268306632E-02,3.286953800686890E-04,3.349251775337255E-03
2.778340599528138E-03,2.726345669985242E-01,1.448176585879258E-01,-3.333941697814840E-02,3.253268112564656E-04,3.352171956362329E-03
2.755188148428470E-03,2.726347917503917E-01,1.448199874952576E-01,-3.333964374302758E-02,3.219653431626982E-04,3.355073172906547E-03
2.732035535567298E-03,2.726350141703470E-01,1.448223184108047E-01,-3.333988280187974E-02,3.186108761345497E-04,3.357955691583088E-03
2.708882752466959E-03,2.726352342632179E-01,1.448246513216738E-01,-3.334013398346019E-02,3.152633121793074E-04,3.360819774581449E-03
2.685729790767158E-03,2.726354520337645E-01,1.448269862151525E-01,-3.334039712097190E-02,3.119225549240582E-04,3.363665679767603E-03
2.662576642221920E-03,2.726356674866806E-01,1.448293230787055E-01,-3.334067205194789E-02,3.085885095805479E-04,3.366493660781189E-03
2.639423298696618E-03,2.726358806265947E-01,1.448316618999727E-01,-3.334095861813450E-02,3.052610829096104E-04,3.369303967130248E-03
2.616269752165096E-03,2.726360914580713E-01,1.448340026667656E-01,-3.334125666537615E-02,3.019401831855291E-04,3.372096844283505E-03
2.593115994706853E-03,2.726362999856113E-01,1.448363453670648E-01,-3.334156604350948E-02,2.986257201636416E-04,3.374872533760189E-03
2.569962018504312E-03,2.726365062136538E-01,1.448386899890172E-01,-3.334188660625412E-02,2.953176050458580E-04,3.377631273217536E-03
