time_tag_seconds,record_time,full_observable,observable_int,observable_frac,receiving_station_id,transmitting_station_id,ref_freq_band_id,full_ref_freq,ref_freq_int,ref_freq_frac,data_type_id,data_validity,format_id
1988318713,2013-01-02 22:45:13,225695.941123962,225695,941123962,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318718,2013-01-02 22:45:18,225691.323094368,225691,323094368,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318723,2013-01-02 22:45:23,225686.803243637,225686,803243637,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318728,2013-01-02 22:45:28,225682.172584534,225682,172584534,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318733,2013-01-02 22:45:33,225677.461949348,225677,461949348,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318738,2013-01-02 22:45:38,225672.721329689,225672,721329689,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318743,2013-01-02 22:45:43,225668.110123634,225668,110123634,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318748,2013-01-02 22:45:48,225663.524840355,225663,524840355,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318753,2013-01-02 22:45:53,225658.758390427,225658,758390427,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318758,2013-01-02 22:45:58,225654.12394619,225654,123946190,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318763,2013-01-02 22:46:03,225649.373393059,225649,373393059,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318768,2013-01-02 22:46:08,225644.675093651,225644,675093651,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318773,2013-01-02 22:46:13,225639.95186615,225639,951866150,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318778,2013-01-02 22:46:18,225635.160385132,225635,160385132,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318783,2013-01-02 22:46:23,225630.380060196,225630,380060196,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318788,2013-01-02 22:46:28,225625.645653725,225625,645653725,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318793,2013-01-02 22:46:33,225620.914498329,225620,914498329,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318798,2013-01-02 22:46:38,225616.162384987,225616,162384987,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318803,2013-01-02 22:46:43,225611.458589554,225611,458589554,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318808,2013-01-02 22:46:48,225606.667936325,225606,667936325,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318813,2013-01-02 22:46:53,225601.841913223,225601,841913223,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318818,2013-01-02 22:46:58,225597.075743675,225597,75743675,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318823,2013-01-02 22:47:03,225592.328386307,225592,328386307,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318828,2013-01-02 22:47:08,225587.390276909,225587,390276909,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318833,2013-01-02 22:47:13,225582.589327812,225582,589327812,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318838,2013-01-02 22:47:18,225577.72621727,225577,726217270,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318843,2013-01-02 22:47:23,225572.921016693,225572,921016693,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318848,2013-01-02 22:47:28,225568.075817108,225568,75817108,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318853,2013-01-02 22:47:33,225563.153879166,225563,153879166,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318858,2013-01-02 22:47:38,225558.353013039,225558,353013039,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318863,2013-01-02 22:47:43,225553.427900314,225553,427900314,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318868,2013-01-02 22:47:48,225548.623239517,225548,623239517,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318873,2013-01-02 22:47:53,225543.650380135,225543,650380135,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318878,2013-01-02 22:47:58,225538.680955887,225538,680955887,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318883,2013-01-02 22:48:03,225533.761457443,225533,761457443,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318888,2013-01-02 22:48:08,225528.875296593,225528,875296593,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318893,2013-01-02 22:48:13,225523.859251976,225523,859251976,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318898,2013-01-02 22:48:18,225518.905654907,225518,905654907,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318903,2013-01-02 22:48:23,225513.913718224,225513,913718224,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318908,2013-01-02 22:48:28,225508.948163986,225508,948163986,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318913,2013-01-02 22:48:33,225503.964982033,225503,964982033,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318918,2013-01-02 22:48:38,225499.050650597,225499,50650597,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318923,2013-01-02 22:48:43,225493.973799706,225493,973799706,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318928,2013-01-02 22:48:48,225488.954371452,225488,954371452,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318933,2013-01-02 22:48:53,225483.971266747,225483,971266747,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318938,2013-01-02 22:48:58,225478.968647003,225478,968647003,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318943,2013-01-02 22:49:03,225473.80411911,225473,804119110,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318948,2013-01-02 22:49:08,225468.810199738,225468,810199738,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318953,2013-01-02 22:49:13,225463.75757122,225463,757571220,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318958,2013-01-02 22:49:18,225458.714506149,225458,714506149,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318963,2013-01-02 22:49:23,225453.639761925,225453,639761925,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318968,2013-01-02 22:49:28,225448.499708176,225448,499708176,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318973,2013-01-02 22:49:33,225443.422738075,225443,422738075,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318978,2013-01-02 22:49:38,225438.339008331,225438,339008331,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318983,2013-01-02 22:49:43,225433.238484383,225433,238484383,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318988,2013-01-02 22:49:48,225427.999070168,225427,999070168,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318993,2013-01-02 22:49:53,225422.946491241,225422,946491241,45,0,2,2299809660.0,137079,5667936,11,0,2
1988318998,2013-01-02 22:49:58,225417.68959713,225417,689597130,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319003,2013-01-02 22:50:03,225412.55911541,225412,559115410,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319008,2013-01-02 22:50:08,225407.350609779,225407,350609779,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319013,2013-01-02 22:50:13,225402.199437141,225402,199437141,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319018,2013-01-02 22:50:18,225397.07121563,225397,71215630,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319023,2013-01-02 22:50:23,225391.839061737,225391,839061737,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319028,2013-01-02 22:50:28,225386.656243324,225386,656243324,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319033,2013-01-02 22:50:33,225381.449919701,225381,449919701,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319038,2013-01-02 22:50:38,225376.223192215,225376,223192215,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319043,2013-01-02 22:50:43,225371.000199318,225371,199318,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319048,2013-01-02 22:50:48,225365.725971222,225365,725971222,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319053,2013-01-02 22:50:53,225360.284368515,225360,284368515,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319058,2013-01-02 22:50:58,225355.073348999,225355,73348999,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319063,2013-01-02 22:51:03,225349.768344879,225349,768344879,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319068,2013-01-02 22:51:08,225344.545204163,225344,545204163,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319073,2013-01-02 22:51:13,225339.198117256,225339,198117256,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319078,2013-01-02 22:51:18,225333.841298103,225333,841298103,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319083,2013-01-02 22:51:23,225328.541114807,225328,541114807,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319088,2013-01-02 22:51:28,225323.164386749,225323,164386749,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319093,2013-01-02 22:51:33,225317.845848083,225317,845848083,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319098,2013-01-02 22:51:38,225312.492420197,225312,492420197,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319103,2013-01-02 22:51:43,225307.133158684,225307,133158684,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319108,2013-01-02 22:51:48,225301.716212273,225301,716212273,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319113,2013-01-02 22:51:53,225296.425461769,225296,425461769,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319118,2013-01-02 22:51:58,225290.969142914,225290,969142914,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319123,2013-01-02 22:52:03,225285.504824638,225285,504824638,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319128,2013-01-02 22:52:08,225280.094094276,225280,94094276,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319133,2013-01-02 22:52:13,225274.614574432,225274,614574432,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319138,2013-01-02 22:52:18,225269.158626556,225269,158626556,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319143,2013-01-02 22:52:23,225263.851064682,225263,851064682,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319148,2013-01-02 22:52:28,225258.339471817,225258,339471817,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319153,2013-01-02 22:52:33,225252.77811718,225252,778117180,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319158,2013-01-02 22:52:38,225247.249909401,225247,249909401,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319163,2013-01-02 22:52:43,225241.772334099,225241,772334099,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319168,2013-01-02 22:52:48,225236.312473297,225236,312473297,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319173,2013-01-02 22:52:53,225230.814175606,225230,814175606,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319178,2013-01-02 22:52:58,225225.301215172,225225,301215172,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319183,2013-01-02 22:53:03,225219.703249931,225219,703249931,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319188,2013-01-02 22:53:08,225214.153510094,225214,153510094,45,0,2,2299809660.0,137079,5667936,11,0,2
1988319193,2013-01-02 22:53:13,225208.580783844,225208,580783844,45,0,2,2299809660.0,137079,5667936,11,0,2
