time_tag_seconds,record_time,full_observable,observable_int,observable_frac,receiving_station_id,transmitting_station_id,ref_freq_band_id,full_ref_freq,ref_freq_int,ref_freq_frac,data_type_id,data_validity,format_id
1925225095,2011-01-03 16:44:55,560237.128930092,560237,128930092,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225155,2011-01-03 16:45:55,560274.925803185,560274,925803185,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225215,2011-01-03 16:46:55,560309.936887741,560309,936887741,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225275,2011-01-03 16:47:55,560342.711350441,560342,711350441,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225335,2011-01-03 16:48:55,560373.564881325,560373,564881325,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225395,2011-01-03 16:49:55,560403.051320076,560403,51320076,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225455,2011-01-03 16:50:55,560431.441601753,560431,441601753,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225515,2011-01-03 16:51:55,560459.014119148,560459,14119148,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225575,2011-01-03 16:52:55,560485.88457489,560485,884574890,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225635,2011-01-03 16:53:55,560512.374652863,560512,374652863,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225695,2011-01-03 16:54:55,560538.471669197,560538,471669197,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225755,2011-01-03 16:55:55,560564.288075447,560564,288075447,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225815,2011-01-03 16:56:55,560589.968173981,560589,968173981,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225875,2011-01-03 16:57:55,560615.467161179,560615,467161179,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225935,2011-01-03 16:58:55,560640.777953148,560640,777953148,25,0,2,2299810235.181,137079,6243117,11,0,2
1925225995,2011-01-03 16:59:55,560665.925078392,560665,925078392,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226055,2011-01-03 17:00:55,560691.118039131,560691,118039131,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226115,2011-01-03 17:01:55,560716.201282501,560716,201282501,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226175,2011-01-03 17:02:55,560741.149073601,560741,149073601,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226235,2011-01-03 17:03:55,560766.073168755,560766,73168755,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226295,2011-01-03 17:04:55,560790.998185158,560790,998185158,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226355,2011-01-03 17:05:55,560815.857486725,560815,857486725,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226415,2011-01-03 17:06:55,560840.662931442,560840,662931442,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226475,2011-01-03 17:07:55,560865.286005974,560865,286005974,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226535,2011-01-03 17:08:55,560889.908639908,560889,908639908,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226595,2011-01-03 17:09:55,560914.57023716,560914,570237160,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226655,2011-01-03 17:10:55,560939.186695099,560939,186695099,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226715,2011-01-03 17:11:55,560963.568185806,560963,568185806,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226775,2011-01-03 17:12:55,560987.962184906,560987,962184906,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226835,2011-01-03 17:13:55,561012.385622025,561012,385622025,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226895,2011-01-03 17:14:55,561036.834321022,561036,834321022,25,0,2,2299810235.181,137079,6243117,11,0,2
1925226955,2011-01-03 17:15:55,561061.065265656,561061,65265656,25,0,2,2299810235.181,137079,6243117,11,0,2
1925227015,2011-01-03 17:16:55,561085.466470718,561085,466470718,25,0,2,2299810235.181,137079,6243117,11,0,2
1925227075,2011-01-03 17:17:55,561109.756233215,561109,756233215,25,0,2,2299810235.181,137079,6243117,11,0,2
1925404547,2011-01-05 18:35:47,506559.900280952,506559,900280952,34,0,2,2299810235.181,137079,6243117,11,0,2
1925404607,2011-01-05 18:36:47,506549.458372116,506549,458372116,34,0,2,2299810235.181,137079,6243117,11,0,2
1925404667,2011-01-05 18:37:47,506538.191431999,506538,191431999,34,0,2,2299810235.181,137079,6243117,11,0,2
1925404727,2011-01-05 18:38:47,506526.221190453,506526,221190453,34,0,2,2299810235.181,137079,6243117,11,0,2
1925404787,2011-01-05 18:39:47,506513.901291847,506513,901291847,34,0,2,2299810235.181,137079,6243117,11,0,2
1925404847,2011-01-05 18:40:47,506501.305725098,506501,305725098,34,0,2,2299810235.181,137079,6243117,11,0,2
1925404907,2011-01-05 18:41:47,506488.588801384,506488,588801384,34,0,2,2299810235.181,137079,6243117,11,0,2
1925404967,2011-01-05 18:42:47,506475.73282814,506475,732828140,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405027,2011-01-05 18:43:47,506462.871343613,506462,871343613,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405087,2011-01-05 18:44:47,506449.906023979,506449,906023979,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405147,2011-01-05 18:45:47,506436.980545998,506436,980545998,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405207,2011-01-05 18:46:47,506424.121863365,506424,121863365,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405267,2011-01-05 18:47:47,506411.257480621,506411,257480621,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405327,2011-01-05 18:48:47,506398.448328018,506398,448328018,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405387,2011-01-05 18:49:47,506385.723813057,506385,723813057,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405447,2011-01-05 18:50:47,506373.031963348,506373,31963348,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405507,2011-01-05 18:51:47,506360.382123947,506360,382123947,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405567,2011-01-05 18:52:47,506347.873661041,506347,873661041,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405627,2011-01-05 18:53:47,506335.399225235,506335,399225235,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405687,2011-01-05 18:54:47,506323.047041893,506323,47041893,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405747,2011-01-05 18:55:47,506310.720535278,506310,720535278,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405807,2011-01-05 18:56:47,506298.468064308,506298,468064308,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405867,2011-01-05 18:57:47,506286.352192879,506286,352192879,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405927,2011-01-05 18:58:47,506274.287275314,506274,287275314,34,0,2,2299810235.181,137079,6243117,11,0,2
1925405987,2011-01-05 18:59:47,506262.327892303,506262,327892303,34,0,2,2299810235.181,137079,6243117,11,0,2
1925406047,2011-01-05 19:00:47,506250.528418541,506250,528418541,34,0,2,2299810235.181,137079,6243117,11,0,2
1925406107,2011-01-05 19:01:47,506238.817178726,506238,817178726,34,0,2,2299810235.181,137079,6243117,11,0,2
1925406167,2011-01-05 19:02:47,506227.122612953,506227,122612953,34,0,2,2299810235.181,137079,6243117,11,0,2
1925577348,2011-01-07 18:35:48,461506.126626015,461506,126626015,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577408,2011-01-07 18:36:48,461497.151397705,461497,151397705,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577468,2011-01-07 18:37:48,461487.361793518,461487,361793518,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577528,2011-01-07 18:38:48,461476.904807091,461476,904807091,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577588,2011-01-07 18:39:48,461466.130948067,461466,130948067,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577648,2011-01-07 18:40:48,461454.990934372,461454,990934372,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577708,2011-01-07 18:41:48,461443.66752243,461443,667522430,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577768,2011-01-07 18:42:48,461432.205068588,461432,205068588,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577828,2011-01-07 18:43:48,461420.723212242,461420,723212242,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577888,2011-01-07 18:44:48,461409.098526001,461409,98526001,45,0,2,2299810235.181,137079,6243117,11,0,2
1925577948,2011-01-07 18:45:48,461397.593373299,461397,593373299,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578008,2011-01-07 18:46:48,461385.908787727,461385,908787727,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578068,2011-01-07 18:47:48,461374.343654633,461374,343654633,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578128,2011-01-07 18:48:48,461362.844042778,461362,844042778,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578188,2011-01-07 18:49:48,461351.402560234,461351,402560234,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578248,2011-01-07 18:50:48,461339.987519264,461339,987519264,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578308,2011-01-07 18:51:48,461328.59743309,461328,597433090,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578368,2011-01-07 18:52:48,461317.340601921,461317,340601921,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578428,2011-01-07 18:53:48,461306.14012146,461306,140121460,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578488,2011-01-07 18:54:48,461294.968196869,461294,968196869,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578548,2011-01-07 18:55:48,461283.813939095,461283,813939095,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578608,2011-01-07 18:56:48,461272.740011215,461272,740011215,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578668,2011-01-07 18:57:48,461261.790798187,461261,790798187,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578728,2011-01-07 18:58:48,461250.90806675,461250,908066750,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578788,2011-01-07 18:59:48,461240.052886963,461240,52886963,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578848,2011-01-07 19:00:48,461229.314483643,461229,314483643,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578908,2011-01-07 19:01:48,461218.674969673,461218,674969673,45,0,2,2299810235.181,137079,6243117,11,0,2
1925578968,2011-01-07 19:02:48,461208.138379097,461208,138379097,45,0,2,2299810235.181,137079,6243117,11,0,2
1925579028,2011-01-07 19:03:48,461197.63320446,461197,633204460,45,0,2,2299810235.181,137079,6243117,11,0,2
1925822923,2011-01-10 14:48:43,404864.552887917,404864,552887917,25,0,2,2299810235.181,137079,6243117,11,0,2
1925822983,2011-01-10 14:49:43,404884.831766129,404884,831766129,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823043,2011-01-10 14:50:43,404903.460598946,404903,460598946,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823103,2011-01-10 14:51:43,404920.723612785,404920,723612785,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823163,2011-01-10 14:52:43,404936.997123718,404936,997123718,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823223,2011-01-10 14:53:43,404952.597437859,404952,597437859,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823283,2011-01-10 14:54:43,404967.613528252,404967,613528252,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823343,2011-01-10 14:55:43,404982.274850845,404982,274850845,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823403,2011-01-10 14:56:43,404996.589885712,404996,589885712,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823463,2011-01-10 14:57:43,405010.75194931,405010,751949310,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823523,2011-01-10 14:58:43,405024.719021797,405024,719021797,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823583,2011-01-10 14:59:43,405038.594931602,405038,594931602,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823643,2011-01-10 15:00:43,405052.435217857,405052,435217857,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823703,2011-01-10 15:01:43,405066.226762772,405066,226762772,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823763,2011-01-10 15:02:43,405079.993297577,405079,993297577,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823823,2011-01-10 15:03:43,405093.706500053,405093,706500053,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823883,2011-01-10 15:04:43,405107.443000793,405107,443000793,25,0,2,2299810235.181,137079,6243117,11,0,2
1925823943,2011-01-10 15:05:43,405121.228835106,405121,228835106,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824003,2011-01-10 15:06:43,405135.190392494,405135,190392494,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824063,2011-01-10 15:07:43,405149.056891441,405149,56891441,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824123,2011-01-10 15:08:43,405163.106651306,405163,106651306,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824183,2011-01-10 15:09:43,405177.250222206,405177,250222206,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824243,2011-01-10 15:10:43,405191.456812859,405191,456812859,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824303,2011-01-10 15:11:43,405205.753094673,405205,753094673,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824363,2011-01-10 15:12:43,405220.257012367,405220,257012367,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824423,2011-01-10 15:13:43,405234.842515945,405234,842515945,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824483,2011-01-10 15:14:43,405249.548048019,405249,548048019,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824543,2011-01-10 15:15:43,405264.490291595,405264,490291595,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824603,2011-01-10 15:16:43,405279.494111061,405279,494111061,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824663,2011-01-10 15:17:43,405294.622632027,405294,622632027,25,0,2,2299810235.181,137079,6243117,11,0,2
1925824723,2011-01-10 15:18:43,405309.972688675,405309,972688675,25,0,2,2299810235.181,137079,6243117,11,0,2
1926000564,2011-01-12 16:09:24,366564.675861359,366564,675861359,24,0,2,2299810235.181,137079,6243117,11,0,2
1926000624,2011-01-12 16:10:24,366603.018176079,366603,18176079,24,0,2,2299810235.181,137079,6243117,11,0,2
1926000684,2011-01-12 16:11:24,366638.219288826,366638,219288826,24,0,2,2299810235.181,137079,6243117,11,0,2
1926000744,2011-01-12 16:12:24,366671.101034164,366671,101034164,24,0,2,2299810235.181,137079,6243117,11,0,2
1926000804,2011-01-12 16:13:24,366701.99562645,366701,995626450,24,0,2,2299810235.181,137079,6243117,11,0,2
1926000864,2011-01-12 16:14:24,366731.324147224,366731,324147224,24,0,2,2299810235.181,137079,6243117,11,0,2
1926000924,2011-01-12 16:15:24,366759.565320969,366759,565320969,24,0,2,2299810235.181,137079,6243117,11,0,2
1926000984,2011-01-12 16:16:24,366786.732653618,366786,732653618,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001044,2011-01-12 16:17:24,366813.223924637,366813,223924637,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001104,2011-01-12 16:18:24,366839.245375633,366839,245375633,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001164,2011-01-12 16:19:24,366864.926407814,366864,926407814,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001224,2011-01-12 16:20:24,366890.35525322,366890,355253220,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001284,2011-01-12 16:21:24,366915.564610481,366915,564610481,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001344,2011-01-12 16:22:24,366940.691468239,366940,691468239,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001404,2011-01-12 16:23:24,366965.680305481,366965,680305481,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001464,2011-01-12 16:24:24,366990.621571541,366990,621571541,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001524,2011-01-12 16:25:24,367015.628455162,367015,628455162,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001584,2011-01-12 16:26:24,367040.580160141,367040,580160141,24,0,2,2299810235.181,137079,6243117,11,0,2
1926001644,2011-01-12 16:27:24,367065.588017464,367065,588017464,24,0,2,2299810235.181,137079,6243117,11,0,2
